site_id,lat,lon,elev_m,dist_river_m,pop_served,base_risk,flooded_2021
649,3.4764,102.3973,36.801,896.6766,11452.0,0.5989,1
650,3.2793,102.5319,38.9998,1754.5387,749.0,0.4097,0
651,3.4938,102.206,52.125,748.5992,1646.0,0.1686,0
652,3.4951,102.1985,61.1693,646.2375,1838.0,0.079,0
653,3.4937,102.4027,49.6766,2226.2428,3811.0,0.1807,0
654,3.6844,102.3754,52.562,763.2767,1806.0,0.1477,0
655,3.5233,102.4199,46.7413,1160.0148,2120.0,0.2636,0
656,3.5228,102.4156,47.6072,1616.9508,2261.0,0.2578,0
657,3.6719,102.6155,49.8476,12934.5754,1022.0,0.1141,0
658,3.2611,102.5916,47.3865,5006.7675,2320.0,0.1948,0
659,3.6201,102.3848,36.3429,1804.3781,848.0,0.4976,0
660,3.542,102.6563,29.4327,1412.8354,1250.0,0.6749,0
661,3.5203,102.1637,52.5038,126.7359,1992.0,0.1791,0
662,3.5233,102.1732,63.762,1079.116,2077.0,0.0488,0
663,3.4676,102.3901,35.6455,1267.394,16611.0,0.5719,0
664,3.2541,102.4284,48.7205,4409.6128,17549.0,0.1776,0
665,3.4745,102.3401,58.1296,1350.8917,27590.0,0.0844,0
666,3.4702,102.3314,55.4588,2112.3206,23051.0,0.1106,0
667,3.4377,102.4088,31.9316,1957.095,24948.0,0.6459,0
668,3.501,102.1863,49.2963,850.1791,1907.0,0.2127,0
669,3.4933,102.168,68.4309,1250.7215,1368.0,0.0299,0
670,3.4684,102.1131,66.9642,1498.4095,1551.0,0.0347,0
671,3.612,102.6306,31.8158,9238.0524,728.0,0.5093,0
672,3.4302,102.4124,42.0874,1545.6384,17573.0,0.4317,0
673,3.4163,102.6025,49.4849,1796.64,552.0,0.1982,0
674,3.4265,102.6066,38.6881,804.3657,678.0,0.5236,0
675,3.5148,102.1393,84.2858,2391.4423,880.0,0.0055,0
676,3.4955,102.2203,45.9094,1978.8026,1447.0,0.3196,0
677,3.6509,102.6405,49.0882,13531.0514,1250.0,0.1196,0
678,3.4968,102.2366,50.8549,723.1321,1372.0,0.1942,0
679,3.4998,102.2399,46.1577,868.3535,1386.0,0.2624,0
680,3.3452,102.6344,54.8378,7292.4049,614.0,0.0898,0
681,3.3176,102.6351,54.3238,6753.4068,798.0,0.0965,0
682,3.3791,102.5305,47.4226,935.2075,1262.0,0.2647,0
683,3.3669,102.5239,31.5937,507.8629,1118.0,0.6242,0
684,3.3194,102.4547,33.9064,149.375,2274.0,0.6504,0
685,3.5375,102.618,69.0973,1364.9755,828.0,0.0291,0
686,3.5337,102.6141,119.9046,1189.6304,726.0,0.0001,0
687,3.4744,102.3618,43.3322,1501.0825,21083.0,0.3981,0
688,3.5405,102.6231,93.614,1506.9639,907.0,0.0023,0
689,3.657,102.6303,39.2313,14214.5609,1225.0,0.2726,0
690,3.6122,102.3876,132.8196,1374.0428,948.0,0.0,0
691,3.271,102.559,43.1928,1407.9667,1343.0,0.3246,0
692,3.6204,102.4887,40.1675,6465.5361,586.0,0.3284,0
693,3.4715,102.3649,35.3933,1703.0062,20290.0,0.611,0
694,3.5284,102.2626,46.9706,1875.9885,368.0,0.2264,0
695,3.5289,102.2853,58.0931,1604.4807,625.0,0.0845,0
696,3.5233,102.25,77.5342,1656.2077,397.0,0.0114,0
697,3.2523,102.6026,62.2347,6398.9,2154.0,0.045,0
698,3.4742,102.3456,43.0229,903.1233,28172.0,0.3223,0
699,3.5766,102.3793,34.2705,1847.4231,2057.0,0.6596,1
700,3.5727,102.3826,41.2113,1759.3558,2136.0,0.3599,0
701,3.2655,102.2471,59.7254,8966.5671,845.0,0.0515,0
702,3.5047,102.1146,71.0505,2060.0986,725.0,0.0221,0
703,3.507,102.1185,88.5946,2510.8607,738.0,0.0034,0
704,3.5086,102.1216,94.5848,2869.1242,752.0,0.0018,0
705,3.5118,102.1301,104.1607,3033.4504,759.0,0.0006,0
706,3.5167,102.1447,61.0061,1974.4919,1019.0,0.0616,0
707,3.5176,102.148,71.0654,1605.88,1166.0,0.0224,0
708,3.5194,102.1563,64.5653,667.9574,1773.0,0.0458,0
709,3.5229,102.1678,60.6789,481.67,2006.0,0.0726,0
710,3.5272,102.1744,62.6293,1337.5781,1986.0,0.0544,0
711,3.5304,102.1823,69.4798,2104.6365,1866.0,0.0258,0
712,3.5311,102.1917,50.8105,1430.4185,1464.0,0.1671,0
713,3.5309,102.1867,62.9372,1732.0484,1757.0,0.0515,0
714,3.5315,102.1965,53.1238,1322.817,1049.0,0.1351,0
715,3.5309,102.2071,59.8792,1347.8763,607.0,0.0708,0
716,3.5305,102.2097,61.8278,1416.6284,590.0,0.0581,0
717,3.5301,102.2115,49.4765,1466.4588,579.0,0.1948,0
718,3.529,102.2342,53.9261,2308.4554,439.0,0.1207,0
719,3.5296,102.244,72.1505,2441.8256,381.0,0.0196,0
720,3.5309,102.2495,59.9227,2377.9516,331.0,0.0685,0
721,3.5325,102.2616,51.2555,2307.0979,323.0,0.1552,0
722,3.5323,102.2552,49.4845,2343.3628,301.0,0.1805,0
723,3.532,102.2717,54.9731,2623.2783,432.0,0.1078,0
724,3.5316,102.2747,54.0695,2527.1236,459.0,0.1179,0
725,3.5265,102.3074,43.0222,671.2864,737.0,0.3947,0
726,3.5289,102.2924,43.8332,1404.293,678.0,0.3333,0
727,3.5246,102.3169,39.0865,295.7165,764.0,0.5266,1
728,3.5226,102.3244,42.6357,472.3164,900.0,0.4958,0
729,3.5139,102.3332,46.7538,888.1599,1599.0,0.2532,0
730,3.5082,102.3502,51.7528,1411.9128,3707.0,0.1705,0
731,3.5082,102.3478,52.0233,1464.9535,3847.0,0.1654,0
732,3.5079,102.3559,50.951,1454.8684,3252.0,0.1661,0
733,3.5057,102.3749,42.462,1990.7065,1378.0,0.3609,0
734,3.5057,102.3924,43.8323,2074.9876,2873.0,0.4791,0
735,3.5066,102.3965,47.8519,2402.6208,3012.0,0.2957,0
736,3.5076,102.4007,44.7499,2809.4114,3128.0,0.276,0
737,3.5091,102.4062,38.9296,2661.8054,3286.0,0.4116,0
738,3.5104,102.4166,37.8961,1493.9039,3270.0,0.6326,0
739,3.5102,102.4104,35.1902,2171.4369,3311.0,0.6157,0
740,3.5107,102.4146,34.9572,1723.8039,3294.0,0.7031,0
741,3.5109,102.4211,39.6698,1014.3325,3082.0,0.3992,0
742,3.5115,102.4508,33.7896,2045.311,1723.0,0.5837,0
743,3.5111,102.4272,44.3891,349.6439,2708.0,0.3145,0
744,3.5117,102.4335,39.4055,119.4883,2354.0,0.4646,0
745,3.5112,102.4472,37.6972,1626.5895,1881.0,0.5041,0
746,3.511,102.4566,42.8896,2666.8266,1443.0,0.3041,0
747,3.5293,102.4804,40.2956,4909.3481,646.0,0.3415,0
748,3.5397,102.4941,40.5455,5706.1878,1645.0,0.3314,0
749,3.5448,102.5033,43.7578,6454.8159,2318.0,0.2504,0
750,3.5428,102.4989,41.2261,6066.3611,2037.0,0.309,0
751,3.5466,102.5072,44.2845,6831.9668,2494.0,0.2361,0
752,3.5485,102.5276,57.6479,6051.616,2078.0,0.0723,0
753,3.5475,102.5124,44.8369,7336.3022,2611.0,0.2216,0
754,3.5486,102.5296,37.1882,5865.5498,1925.0,0.4092,0
755,3.5524,102.5428,41.1669,4876.4619,881.0,0.3213,0
756,3.5533,102.5441,43.8562,4842.5815,805.0,0.2627,0
757,3.5552,102.5465,43.8432,4795.918,714.0,0.2634,0
758,3.5562,102.5477,50.9055,4780.3551,687.0,0.1446,0
759,3.5705,102.5595,41.2016,5358.9394,704.0,0.3177,0
760,3.5818,102.582,41.7383,5413.1625,702.0,0.3029,1
761,3.5853,102.6015,42.5263,5795.0364,656.0,0.2838,0
762,3.5866,102.6188,41.4061,6545.7503,616.0,0.2983,0
763,3.5866,102.6439,22.7012,6404.1573,677.0,0.8091,0
764,3.5842,102.6571,30.8321,5935.605,668.0,0.5987,0
765,3.5839,102.6665,28.4894,5848.7588,700.0,0.6378,0
766,3.584,102.6801,31.4398,5535.4015,870.0,0.5997,0
767,3.5835,102.6952,47.3741,5452.5736,984.0,0.1931,0
768,3.6517,102.6954,37.3588,11795.4172,908.0,0.3469,0
769,3.3487,102.4351,33.7478,668.0155,1936.0,0.5598,0
770,3.3444,102.4381,41.0506,882.1871,2287.0,0.3671,0
771,3.4965,102.6031,24.8812,181.7062,1832.0,0.8677,0
772,3.3173,102.4499,30.5838,633.745,2220.0,0.7027,0
773,3.5205,102.3263,38.4611,456.9529,1009.0,0.6103,1
774,3.3537,102.4349,42.6127,160.879,1508.0,0.4223,0
775,3.521,102.6797,57.5964,836.4142,608.0,0.1056,0
776,3.4776,102.3459,49.4853,1231.6792,26058.0,0.1876,0
777,3.5001,102.2524,65.5051,456.9578,1309.0,0.0844,0
778,3.5141,102.4618,50.3722,3264.8109,1017.0,0.1611,0
779,3.3117,102.4577,31.2091,820.3424,2851.0,0.7464,0
780,3.4622,102.3494,51.6456,574.6157,26666.0,0.1608,0
781,3.5872,102.5986,48.9745,5954.2069,675.0,0.1649,0
782,3.5306,102.1845,66.8919,1912.7277,1827.0,0.034,0
783,3.6922,102.3725,52.6523,913.8218,3026.0,0.1467,0
784,3.5135,102.1459,71.8301,1715.4987,1009.0,0.0208,0
785,3.4947,102.1117,53.907,971.6552,1171.0,0.1275,0
786,3.5011,102.1013,59.7236,1449.0349,955.0,0.0716,0
787,3.4367,102.6107,24.9144,369.5115,913.0,0.8136,0
788,3.5066,102.1071,60.7562,2009.4442,703.0,0.063,0
789,3.2046,102.3084,67.0763,6360.9211,1359.0,0.0273,0
790,3.511,102.697,27.5924,179.2325,629.0,0.8002,0
791,3.4137,102.6034,44.791,1905.3633,513.0,0.2727,0
792,3.363,102.5229,34.5909,418.2409,1087.0,0.5544,0
